ma_can,dia_chi,quan,gia_thue_vnd,dien_tich_m2,tien_ich_xung_quanh
355b4d89-000e-40d7-8ab8-705d2da7c762,545E Xuân Diệu,Tây Hồ,11400000,111,Trường học; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Rạp chiếu phim; Sân tennis
eae68891-0355-4a12-85e4-275df1ebe777,249D Quang Trung,Hà Đông,5800000,89,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Trung tâm thương mại
f7820f2f-85d6-47fe-b8ed-b4bdee2630c6,33D Định Công,Hoàng Mai,10200000,93,Trường học; Siêu thị; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại
f3c581c1-5144-413b-8664-ff16b99d9703,410A Minh Khai,Hai Bà Trưng,3000000,79,
34bc156c-0f6c-49f1-a433-78f1c75b6d5c,784D Sài Đồng,Long Biên,9400000,105,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
b39f2653-ca3d-46e7-97d6-b45ef0030152,821D Linh Đàm,Hoàng Mai,9900000,118,Chợ dân sinh; Siêu thị; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
6f824501-6095-4b44-bfff-bcd0eb19ea5e,28C Khương Trung,Thanh Xuân,7400000,33,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Khu vui chơi trẻ em; Trung tâm thương mại
e5d7b338-641b-4bab-acc7-e0d18b186bb9,284E Dịch Vọng Hậu,Cầu Giấy,5200000,82,Chợ dân sinh; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
19c6c2ee-4169-4856-a695-b9e11f4e26fa,622A Minh Khai,Hai Bà Trưng,8900000,127,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Bể bơi
9382881f-7ed6-4e66-8cc8-1e89ba7c9c0a,255A Văn Quán,Hà Đông,7500000,107,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Trung tâm thương mại
6bdef44a-87c5-4ff8-8345-7f583b6a3e6d,988D Nguyễn Thái Học,Ba Đình,4200000,45,Siêu thị; Bến xe buýt; Bệnh viện; Trung tâm thương mại
47dda0bb-407e-4b64-bad7-18d2fc9e81f8,29B Linh Đàm,Hoàng Mai,7900000,33,Chợ dân sinh; Bến xe buýt; Khu vui chơi trẻ em; Bể bơi
827592a8-cc86-40ac-936c-fd7196139722,79B Xuân Đỉnh,Bắc Từ Liêm,11900000,80,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Trung tâm thương mại; Sân tennis
5280ee79-afe9-4708-b27d-43ff0a5befaa,384E Nguyễn Văn Cừ,Long Biên,3300000,96,Chợ dân sinh; Trường học; Công viên
7d5da905-f469-44a8-b7c6-2d07f2f43f9e,631C Định Công,Hoàng Mai,6700000,26,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện
e30ff9fc-9d41-46c0-b31c-62c425d063d8,403E Hàng Bông,Hoàn Kiếm,3500000,79,Bến xe buýt; Công viên; Bệnh viện
4eeca2b4-e994-4ccd-88c7-2feabfb179df,762D Nguyễn Tuân,Thanh Xuân,11500000,131,Chợ dân sinh; Trường học; Bệnh viện; Bãi đỗ xe ô tô; Trung tâm thương mại
3416b507-124e-4337-aba7-c28f6226847a,732B Dịch Vọng Hậu,Cầu Giấy,9500000,98,Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
6c5100d1-9c9b-4ebe-b40b-045f462b1a87,124B Cổ Nhuế,Bắc Từ Liêm,3400000,34,Trường học; Siêu thị; Công viên
f029fa57-b339-4221-a92b-a3a580323bfb,618E Nguyễn Trãi,Thanh Xuân,4900000,53,Trường học; Siêu thị; Khu vui chơi trẻ em
e8446c61-f1c2-4909-bfce-898c7337af9a,83A Giáp Bát,Hoàng Mai,2900000,20,Trường học; Bệnh viện; Bãi đỗ xe ô tô; Bể bơi
da5723b6-2125-4620-beb5-7138d86dfcc7,833D Chùa Bộc,Đống Đa,7800000,96,Trường học; Bến xe buýt; Công viên; Khu vui chơi trẻ em; Bể bơi
520d9b61-a28d-43af-bbc5-fb367dcae09f,249C Trần Khát Chân,Hai Bà Trưng,5800000,34,Chợ dân sinh; Phòng gym
47d42ffd-2ad8-4f39-8ff9-4f029d7d476e,11D Định Công,Hoàng Mai,4800000,63,Siêu thị
89bf50cd-f837-4c0e-85ef-4ea8cb5fed94,565B Văn Quán,Hà Đông,8200000,44,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
5eaed53d-e9a1-4247-82a3-6a5e8906284b,482C Láng Hạ,Đống Đa,13000000,156,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi; Sân tennis
c9b0c758-5f1e-4485-a623-463449dc423b,807B Kim Ngưu,Hai Bà Trưng,9800000,124,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi
565725b6-c713-4021-b3f1-e1dec3c13e60,611E Kim Ngưu,Hai Bà Trưng,5400000,84,Trường học; Bến xe buýt; Phòng gym
7dc28ad6-430a-4d7c-ade9-5d9a6618b9ae,754D Định Công,Hoàng Mai,7700000,26,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym
c77f69b0-98c1-421a-806a-63d2fe10d7dd,112C Sài Đồng,Long Biên,7800000,68,Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Rạp chiếu phim
a6b43517-e847-48f5-8200-df2b6e86e035,721B Hàng Bài,Hoàn Kiếm,14700000,151,Chợ dân sinh; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi; Sân tennis
f9872e12-441b-4881-97d9-e98f9bb82992,643D Đông Ngạc,Bắc Từ Liêm,5300000,20,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Rạp chiếu phim
d4524da5-579a-4474-96a8-73ce13ae12e6,536D Quang Trung,Hà Đông,7200000,99,Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
d5ab08e1-ef18-4cfb-bbf6-623ff528ddef,821D Văn Quán,Hà Đông,8700000,125,Chợ dân sinh; Siêu thị; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em
8851715d-fabf-4644-a370-4fe7add5b4ab,545A Láng Hạ,Đống Đa,5100000,71,Chợ dân sinh; Trường học; Siêu thị; Bể bơi; Rạp chiếu phim
b3f1a018-b2ef-413f-9d69-1f257516750e,702A Cổ Nhuế,Bắc Từ Liêm,9700000,50,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Phòng gym; Khu vui chơi trẻ em
b9ec1007-df7c-4328-947d-9f06d4043010,129D Giáp Bát,Hoàng Mai,2200000,20,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym
38661829-fc22-4d2f-b890-0acdf30737f9,368B Sài Đồng,Long Biên,2800000,29,Chợ dân sinh; Trường học; Siêu thị; Trung tâm thương mại
f4e0e3a4-8c83-48d3-8d65-201e710c7ee2,709C Sài Đồng,Long Biên,7600000,52,Trường học; Bến xe buýt; Bãi đỗ xe ô tô
f84cd307-1f5b-42d4-9a09-6835da021c6f,372C Yên Nghĩa,Hà Đông,10900000,99,Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
988e0e8a-2907-4a08-8bd4-3db3f6f81784,690B Lê Văn Lương,Thanh Xuân,6200000,20,Chợ dân sinh; Trường học; Bến xe buýt; Công viên
4faec833-400d-4db8-b64a-be02544ef310,905C Quang Trung,Hà Đông,6600000,102,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô
f4af9184-91d1-4549-9161-0807bac47634,720D Quảng An,Tây Hồ,11300000,136,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Rạp chiếu phim
d858eb25-d2f2-4a30-8ae9-0476beb0c2a7,668C Mộ Lao,Hà Đông,2600000,69,Chợ dân sinh; Trường học; Khu vui chơi trẻ em
7200993c-562b-4ff4-a5cd-3196a859ff78,526B Lê Văn Lương,Thanh Xuân,11400000,76,Chợ dân sinh; Trường học; Siêu thị; Phòng gym
4c2a7d04-8bdb-49a3-b1aa-bb9dc3256028,355D Trần Khát Chân,Hai Bà Trưng,11500000,60,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym
bab16cc3-3717-4925-ae6b-fbe5f7c12a93,337D Quang Trung,Hà Đông,5800000,56,Trường học; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Bể bơi
8c06c352-91e8-4cc5-a36c-b75c6b595b9d,284A Cổ Nhuế,Bắc Từ Liêm,9100000,111,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Bể bơi
bd111bd5-8d22-45a0-9fb1-8e840e978780,327B Tây Sơn,Đống Đa,8100000,64,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Phòng gym; Khu vui chơi trẻ em
9cd261ee-2359-46bc-a5a8-ee3a9a3eceff,201E Đông Ngạc,Bắc Từ Liêm,10900000,136,Chợ dân sinh; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Rạp chiếu phim
97ae0d8e-5d59-4b4d-93d4-7383eab04877,561E Đại Mỗ,Nam Từ Liêm,10300000,81,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi
bc018551-5e7a-4dd7-812a-29a180dc6d8a,822D Tân Mai,Hoàng Mai,10600000,60,Trường học; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Khu vui chơi trẻ em
202d58f2-4e3f-49ec-a94c-2bb518ed5d37,578B Văn Quán,Hà Đông,6900000,59,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô
cfdfc2aa-e372-4b7f-a79d-fe4b1f5967aa,487B Xuân Đỉnh,Bắc Từ Liêm,1600000,20,Bệnh viện; Trung tâm thương mại
c9a867ab-2abd-44b8-b85d-81784928ae71,147E Tân Mai,Hoàng Mai,2100000,63,Chợ dân sinh; Siêu thị; Bến xe buýt; Khu vui chơi trẻ em
7b5a808d-d414-4894-847d-67e50df94674,702C Giáp Bát,Hoàng Mai,9100000,125,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Sân tennis
74df8a56-f935-4068-8468-d68fbb7a4d92,226A Lê Đức Thọ,Nam Từ Liêm,4400000,77,Chợ dân sinh; Bến xe buýt; Bệnh viện; Rạp chiếu phim
79d22044-43c5-40af-ba94-0d67e3c48601,500B Mộ Lao,Hà Đông,4600000,20,Chợ dân sinh; Trường học
ebf51584-1e8d-4b58-b050-2c6b21c538d3,251D Nguyễn Thái Học,Ba Đình,1600000,122,Trường học; Công viên; Phòng gym
3ca92974-d7be-4499-8eb2-12ba788d857b,478B Kim Ngưu,Hai Bà Trưng,6000000,72,Chợ dân sinh; Bến xe buýt; Rạp chiếu phim
ad6588d9-ef7b-4813-ab33-ae32513170ca,956D Yên Nghĩa,Hà Đông,6100000,42,Chợ dân sinh; Trường học; Bến xe buýt; Bể bơi
4732c428-7b0c-4c12-9651-e9509dc2406b,380A Khương Trung,Thanh Xuân,13500000,114,Chợ dân sinh; Trường học; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại
06eee0e4-40a5-4a40-b546-b7f11c77903f,470B Sài Đồng,Long Biên,5700000,113,Chợ dân sinh; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi
9a2d78bd-aa1d-4f90-bfee-1435de03815e,228E Nguyễn Tuân,Thanh Xuân,14000000,108,Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi
aad79cac-4268-45bd-80ca-2cd7aeaaa81f,29E Lê Văn Lương,Thanh Xuân,11900000,104,Chợ dân sinh; Trường học; Khu vui chơi trẻ em; Rạp chiếu phim
f0fbe026-01c8-4cd9-8a93-bfe4d8bd5aee,746E Giáp Bát,Hoàng Mai,8500000,71,Trường học; Bến xe buýt
79d175e0-a42a-40af-86a1-41985a5aec29,462B Láng Hạ,Đống Đa,8300000,81,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
9511e3f1-9bbc-4bba-be51-51a9ffa94722,342C Láng Hạ,Đống Đa,3500000,61,Trường học; Bến xe buýt
1ee02d9d-5608-4539-be33-c84d918262c1,229E Xã Đàn,Đống Đa,4200000,21,Chợ dân sinh; Trường học; Siêu thị
46080055-7d1b-466c-8bb9-3b300c12a8bf,241C Linh Đàm,Hoàng Mai,5200000,48,Trường học; Siêu thị
ad4114a9-585c-4711-8698-688fa77b0a66,61E Mỹ Đình,Nam Từ Liêm,8100000,94,Chợ dân sinh; Trường học; Công viên; Bệnh viện
063e04b9-a43c-4844-b2b1-c90de542056a,756E Yên Nghĩa,Hà Đông,8800000,86,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện
57e7a9f4-bb44-4d8f-aad9-283482643869,501C Linh Đàm,Hoàng Mai,15800000,119,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim
814cab91-548c-43fd-b1d4-56b94fe08cd8,110E Tây Sơn,Đống Đa,9100000,79,Chợ dân sinh; Trường học; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Sân tennis
563b7c4b-1c71-4021-959e-6a3f68464b65,587C Xuân Đỉnh,Bắc Từ Liêm,4700000,34,Bến xe buýt
3a440cc6-a372-433c-a47f-44bb5d8b03e1,398B Mộ Lao,Hà Đông,5400000,20,Chợ dân sinh; Siêu thị; Bến xe buýt; Phòng gym; Bể bơi
cf41d8d5-95c3-48a4-ab6e-dbdaa9229aea,451E Trần Khát Chân,Hai Bà Trưng,8100000,72,Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
410f1d8a-cfff-4a3f-9a17-93fe3fbb4e7c,506D Linh Đàm,Hoàng Mai,15400000,188,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi
6a1de8b9-6125-418b-b1fc-2274afe9dce7,998E Phạm Văn Đồng,Bắc Từ Liêm,6600000,74,Trường học; Bến xe buýt; Khu vui chơi trẻ em
550b40a5-1691-466d-9114-63b6bf41e29d,746D Đội Cấn,Ba Đình,10400000,80,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện; Bể bơi
d80a73b0-a87c-4368-ba7a-8920124d0a7a,751E Lê Đức Thọ,Nam Từ Liêm,9300000,83,Chợ dân sinh; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
c34ff0c9-a984-4658-9f21-2af7776c98f7,111C Mỹ Đình,Nam Từ Liêm,4600000,20,Chợ dân sinh; Bến xe buýt; Công viên; Khu vui chơi trẻ em; Rạp chiếu phim
f2ddc451-48f4-45d2-b908-709a913759d8,685D Quảng An,Tây Hồ,14200000,128,Bến xe buýt; Công viên; Phòng gym; Bể bơi; Sân tennis
b60d58ff-e7a6-408c-b10b-9c949afd4fa9,957E Trần Khát Chân,Hai Bà Trưng,6400000,104,Siêu thị; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim
43366401-80d6-4b3a-a77a-c3d40c2d2106,172A Phạm Văn Đồng,Bắc Từ Liêm,7000000,111,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện
f5a2a224-ce90-472b-b4e7-d491f13624f3,212E Xuân Thủy,Cầu Giấy,1700000,78,Chợ dân sinh; Trường học; Công viên
2bc4cac3-3e54-4764-acd3-48ba65c1ace5,309B Hàng Bông,Hoàn Kiếm,14000000,133,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Sân tennis
7ad6c727-f8b0-47b0-9036-87e74d8505a1,616B Trần Khát Chân,Hai Bà Trưng,5200000,89,Chợ dân sinh; Trường học; Công viên
7bdf7126-945c-427d-a2c6-f01bd034638a,637A Chùa Bộc,Đống Đa,13400000,84,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi
bcd6fa29-0079-437a-9994-a7e0da374c5c,979B Tây Sơn,Đống Đa,12400000,154,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
b9e0f835-f4bd-4fbe-b8be-7fa9e7d1a2b5,88B Đội Cấn,Ba Đình,8600000,68,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại
000285e7-f9ff-4a65-8bd2-eaf5d83eb183,629A Giáp Bát,Hoàng Mai,3700000,88,Chợ dân sinh; Bến xe buýt; Công viên; Bãi đỗ xe ô tô
e06d9071-8cc7-46a0-ac12-a86053d45797,715B Chùa Bộc,Đống Đa,13900000,187,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Trung tâm thương mại
3ae9d742-76e1-4b7a-bb68-3ea41997097c,510B Giáp Bát,Hoàng Mai,10900000,90,Siêu thị; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Rạp chiếu phim
4fee920c-4a4c-400d-bc2d-85921b0b00a7,960A Xuân Thủy,Cầu Giấy,3500000,70,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên
a530215d-9315-4ad5-9801-a7751b94f057,707E Sài Đồng,Long Biên,2500000,80,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô
a887d7ad-6cdb-4da2-ad86-f2c0f16aae0e,527A Phạm Văn Đồng,Bắc Từ Liêm,4700000,41,Chợ dân sinh; Công viên; Bệnh viện
65786590-4f7c-47b0-8514-dd65a3ce2c10,757A Dịch Vọng Hậu,Cầu Giấy,5800000,99,Chợ dân sinh; Bến xe buýt
cd399646-42e2-491b-a770-ffd5c8c0befc,408C Phạm Văn Đồng,Bắc Từ Liêm,3600000,46,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện; Bể bơi
53e92199-055c-441d-adf6-009891a151a9,913A Nguyễn Trãi,Thanh Xuân,10100000,94,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
408dfaec-8b72-4021-81c7-a96f43d68235,284A Giáp Bát,Hoàng Mai,2900000,20,Trường học; Bến xe buýt; Bãi đỗ xe ô tô
cf9483c4-c7f3-4734-b534-836d088adcbe,756B Yên Nghĩa,Hà Đông,10700000,65,Chợ dân sinh; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi
7ea7512b-c2a1-4c2a-9819-a9019e9ce25b,658D Xã Đàn,Đống Đa,8900000,76,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Phòng gym; Bể bơi
ba241157-3701-4cbc-b06c-71ba489e3f4e,803C Trần Hưng Đạo,Hoàn Kiếm,5100000,95,Chợ dân sinh; Công viên; Phòng gym
80f2a39f-4a92-4092-819d-6da9e680a2af,652C Đại Mỗ,Nam Từ Liêm,11400000,131,Trường học; Siêu thị; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Sân tennis
fdb56e65-25ff-4370-a898-a68a37842b20,63E Tây Sơn,Đống Đa,9100000,134,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
3204e1d3-2faa-4997-842e-30e024c9cfdf,650B Khương Trung,Thanh Xuân,5400000,31,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi
6fe12983-217e-404e-9ffa-7702b2ddc4e2,645B Sài Đồng,Long Biên,17200000,131,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
7c5f25af-4699-453d-90a3-264d43bba2ff,144E Xuân Diệu,Tây Hồ,2300000,53,Chợ dân sinh; Trường học; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
dd457113-4d92-4d6e-9b06-dc16188d5708,505E Phạm Hùng,Nam Từ Liêm,15000000,168,Trường học; Siêu thị; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim; Sân tennis
c513e31a-2ed2-4327-8e0f-7e8e54b452cb,394C Đông Ngạc,Bắc Từ Liêm,5900000,31,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại
8502b8d7-acf0-482d-b951-8e8f0f645d4f,280D Nguyễn Trãi,Thanh Xuân,10400000,48,Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Rạp chiếu phim
6a437935-4c50-4feb-9f5f-559d28b2d19d,230A Láng Hạ,Đống Đa,11300000,97,Trường học; Siêu thị; Bến xe buýt; Công viên; Khu vui chơi trẻ em; Rạp chiếu phim
e49626c3-3f88-46c5-a634-78ecbaf06f0b,150C Đông Ngạc,Bắc Từ Liêm,5900000,98,Chợ dân sinh; Trường học; Phòng gym
0a84eb89-4a18-44c8-930a-aa5bf105d04f,460D Tân Mai,Hoàng Mai,7000000,47,Chợ dân sinh; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
ccafc514-dbe1-4e0e-a185-65c78c9ef139,644E Nguyễn Tuân,Thanh Xuân,4000000,63,Chợ dân sinh; Trường học; Bến xe buýt; Trung tâm thương mại
625a993f-5e82-400d-b017-86cb6cb2b63f,693E Xuân Đỉnh,Bắc Từ Liêm,10500000,149,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
3e62ea7a-9fe3-49fb-b4a1-4a253a3aeb5d,997A Lê Đức Thọ,Nam Từ Liêm,9300000,135,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
d1d218b0-ecea-459a-ab35-5b4d2eae9ec3,670E Việt Hưng,Long Biên,8800000,67,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Rạp chiếu phim
abd8a75f-4872-4e19-9401-7ffc5d6cb844,985E Kim Ngưu,Hai Bà Trưng,8900000,132,Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
65e98295-cc84-418b-baae-84541ec49131,143A Lê Đức Thọ,Nam Từ Liêm,11500000,120,Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em
6c489000-4c30-48e5-99ad-033f8a5015a3,548D Nguyễn Trãi,Thanh Xuân,8900000,68,Chợ dân sinh; Phòng gym; Trung tâm thương mại
f713e706-7ba1-4901-9abf-75af462b4dfd,280B Xã Đàn,Đống Đa,12500000,109,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bệnh viện; Phòng gym; Trung tâm thương mại
d1acf04d-a7e1-4703-8958-087b1948f9f3,893D Đại Mỗ,Nam Từ Liêm,7900000,74,Trường học; Bến xe buýt; Bệnh viện; Khu vui chơi trẻ em
ea9c8918-7c8a-4788-b885-8b7af044b261,650B Phạm Hùng,Nam Từ Liêm,12300000,92,Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
029e46cf-8cb9-4ad1-b99f-1bf1f745bbe8,387C Trần Khát Chân,Hai Bà Trưng,6100000,84,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym
223db203-60c0-4944-9ad9-53c8249b7cf3,399B Bạch Mai,Hai Bà Trưng,12400000,67,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Phòng gym; Bể bơi
83054b6a-e978-4ec6-b03a-5776cda4b1e5,496C Bạch Mai,Hai Bà Trưng,17700000,114,Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
7528b949-8b20-4e91-8a09-efeba815f13d,644A Đại Mỗ,Nam Từ Liêm,6200000,43,Trường học; Bến xe buýt; Bệnh viện; Khu vui chơi trẻ em; Trung tâm thương mại
